target_lambda2,target_region,run_index,seed,num_parameters,preliminary_loss,preliminary_optimizer_success,preliminary_status,preliminary_message,preliminary_nit,preliminary_nfev,preliminary_njev,refined,refinement_loss,refinement_optimizer_success,refinement_status,refinement_message,refinement_nit,refinement_nfev,refinement_njev,final_total_loss,scientific_success,total_nit,total_nfev,total_njev,final_gradient_inf_norm,wall_time_s
1,upper_boundary,20,2026074220,274,2.8578948052506369e-06,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,141,152,152,True,2.664111304021657e-15,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3215,3649,3649,2.664111304021657e-15,True,3356,3801,3801,1.7807421350108886e-10,20.6544862
1,upper_boundary,25,2026074225,274,6.1073061842716563e-07,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,162,181,181,True,1.6422372080487816e-18,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2084,2379,2379,1.6422372080487816e-18,True,2246,2560,2560,8.7573379894982804e-11,14.0869794
1,upper_boundary,28,2026074228,274,2.9219810282995981e-07,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,93,99,99,True,5.8198855834461757e-16,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,517,555,555,5.8198855834461757e-16,True,610,654,654,2.2189984494857073e-11,4.47526908
1,upper_boundary,27,2026074227,274,3.1831903690300812e-08,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,117,121,121,True,2.1545420056858959e-18,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1383,1559,1559,2.1545420056858959e-18,True,1500,1680,1680,2.9998764882282044e-11,9.79360075
1,upper_boundary,26,2026074226,274,2.3724740244624943e-06,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,159,176,176,True,1.7568184583069589e-15,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3183,3601,3601,1.7568184583069589e-15,True,3342,3777,3777,4.3105235071435152e-11,20.7196328
1,upper_boundary,29,2026074229,274,1.6702595349806765e-07,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,99,106,106,True,2.6630593893625694e-16,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1487,1655,1655,2.6630593893625694e-16,True,1586,1761,1761,8.2586666658738771e-12,9.94565642
1,upper_boundary,31,2026074231,274,1.4722495470698726e-07,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,76,84,84,True,1.5882012181473071e-15,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,751,783,783,1.5882012181473071e-15,True,827,867,867,7.8227748454119742e-12,5.12798108
1,upper_boundary,30,2026074230,274,5.2163063509084383e-07,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,165,177,177,True,7.6535220880115551e-17,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1304,1484,1484,7.6535220880115551e-17,True,1469,1661,1661,2.316579626231742e-10,9.96995467
1,upper_boundary,33,2026074233,274,0.19800781053838334,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,366,385,385,False,,,,,0,0,0,0.19800781053838334,False,366,385,385,0.00017374958828064724,2.70333104
1,upper_boundary,34,2026074234,274,1.1605677838332415e-07,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,58,63,63,True,1.9781844547926964e-16,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1142,1261,1261,1.9781844547926964e-16,True,1200,1324,1324,6.2992229666828001e-11,7.40785438
1,upper_boundary,35,2026074235,274,6.9262591774654645e-08,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,96,104,104,True,5.2317813531819974e-17,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1117,1248,1248,5.2317813531819974e-17,True,1213,1352,1352,2.488697329264728e-11,7.30957729
1,upper_boundary,36,2026074236,274,1.3655872436194531e-07,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,84,92,92,True,1.1734283723912464e-16,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1031,1137,1137,1.1734283723912464e-16,True,1115,1229,1229,9.073311256429356e-12,6.1609535
1,upper_boundary,38,2026074238,274,0.19800830561815683,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,182,188,188,False,,,,,0,0,0,0.19800830561815683,False,182,188,188,6.3514365496578074e-05,1.29812633
1,upper_boundary,32,2026074232,274,6.702118858976352e-08,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,137,149,149,True,1.2001088450536927e-15,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1725,1933,1933,1.2001088450536927e-15,True,1862,2082,2082,9.6306391228482219e-12,12.1625193
1,upper_boundary,39,2026074239,274,1.4878397961752984e-07,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,122,134,134,True,8.1739513611297249e-17,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,631,716,716,8.1739513611297249e-17,True,753,850,850,1.1530251422575082e-10,5.45287887
1,upper_boundary,41,2026074241,274,7.498827245114963e-08,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,85,91,91,True,4.1850704173018693e-18,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,706,784,784,4.1850704173018693e-18,True,791,875,875,1.7388350673445565e-10,4.47987325
1,upper_boundary,42,2026074242,274,2.2974830673804344e-08,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,79,82,82,True,5.8748918056291768e-18,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,507,522,522,5.8748918056291768e-18,True,586,604,604,4.985771902057934e-12,3.47750333
1,upper_boundary,40,2026074240,274,2.8990514573220132e-07,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,131,136,136,True,5.3988337167185819e-15,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3041,3139,3139,5.3988337167185819e-15,True,3172,3275,3275,1.1257002963568203e-11,18.0442715
1,upper_boundary,45,2026074245,274,0.19800767900849189,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,339,355,355,False,,,,,0,0,0,0.19800767900849189,False,339,355,355,1.2385819453751556e-05,2.236414
1,upper_boundary,43,2026074243,274,3.8879955128526773e-07,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,164,179,179,True,1.6985814621008778e-15,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2246,2554,2554,1.6985814621008778e-15,True,2410,2733,2733,3.4173755385488887e-11,14.297171
1,upper_boundary,44,2026074244,274,9.590987684084065e-08,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,113,119,119,True,3.0153157970760422e-16,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2170,2399,2399,3.0153157970760422e-16,True,2283,2518,2518,9.4518901238764966e-12,12.9481199
1,upper_boundary,37,2026074237,274,3.2676070686078188e-08,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,100,104,104,True,3.1714514673684602e-16,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,4128,4237,4237,3.1714514673684602e-16,True,4228,4341,4341,2.7084694194501602e-11,24.1480371
1,upper_boundary,49,2026074249,274,0.074015961827412852,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,149,159,159,False,,,,,0,0,0,0.074015961827412852,False,149,159,159,3.0334195789592568e-05,1.06893021
1,upper_boundary,48,2026074248,274,6.9933249791287126e-08,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,78,81,81,True,4.0569947716567036e-16,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,769,801,801,4.0569947716567036e-16,True,847,882,882,2.7322307689013723e-11,5.19900692
1,upper_boundary,47,2026074247,274,9.8772794506280474e-08,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,95,100,100,True,2.6931752384483459e-15,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1403,1486,1486,2.6931752384483459e-15,True,1498,1586,1586,1.0576718579940628e-11,8.57037325
1,upper_boundary,46,2026074246,274,1.8396401498255667e-08,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,68,70,70,True,3.6733476915707099e-16,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1528,1589,1589,3.6733476915707099e-16,True,1596,1659,1659,4.1874590403816269e-12,9.75141067
1,upper_boundary,51,2026074251,274,2.5874985748101611e-07,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,116,131,131,True,2.0368721214277033e-15,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1670,1868,1868,2.0368721214277033e-15,True,1786,1999,1999,9.5030576171896148e-12,10.4577496
1,upper_boundary,50,2026074250,274,1.0559475611414783e-07,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,104,110,110,True,7.4320691834317732e-15,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,2417,2495,2495,7.4320691834317732e-15,True,2521,2605,2605,1.8156458271271325e-11,14.1600725
